Time	wtime	gpufbmem	gpumempct	gpusmpct	ngpus	pss	rss	swap	vmem	rchar	read_bytes	wchar	write_bytes	rx_bytes	rx_packets	tx_bytes	tx_packets	stime	utime	nprocs	nthreads
1773097108	0	0	0	0	0	517	3872	0	80100	6592	32768	790611	790528	0	0	0	0	0	0	1	2
1773097110	2	0	0	0	0	517	3872	0	80100	6592	32768	25890899	25890816	2103	17	2103	17	0	0	1	2
1773097112	4	0	0	0	0	517	3872	0	80100	6592	32768	49999955	49999872	3242	25	3242	25	0	0	1	2
1773097114	6	0	0	0	0	517	3872	0	80100	6592	32768	49999955	49999872	22428	103	22428	103	0	0	1	2
1773097116	8	0	0	0	0	517	3872	0	80100	15796672	32768	50000979	50003968	23828	115	23828	115	0	0	1	2
1773097118	10	0	0	0	0	517	3872	0	80100	41437632	32768	50000979	50003968	24963	123	24963	123	0	0	1	2
1773097120	12	0	0	0	0	517	3872	0	80100	50007488	32768	50000979	50003968	26240	133	26240	133	0	0	1	2
1773097122	14	0	0	0	0	534	4000	0	80100	50007488	32768	50000979	50003968	27308	140	27308	140	0	0	1	1
1773097124	16	0	0	0	0	534	4000	0	80100	50007488	32768	50000979	50003968	45884	207	45884	207	0	0	1	1
