Time	wtime	gpufbmem	gpumempct	gpusmpct	ngpus	pss	rss	swap	vmem	rchar	read_bytes	wchar	write_bytes	rx_bytes	rx_packets	tx_bytes	tx_packets	stime	utime	nprocs	nthreads
1773097412	0	0	0	0	0	526	3916	0	80100	6592	0	835667	835584	0	0	0	0	0	0	1	2
1773097414	2	0	0	0	0	526	3916	0	80100	6592	0	26251347	26251264	2451	16	2451	16	0	0	1	2
1773097416	4	0	0	0	0	526	3916	0	80100	6592	0	49999955	49999872	3784	27	3784	27	0	0	1	2
1773097418	6	0	0	0	0	526	3916	0	80100	6592	0	49999955	49999872	4923	35	4923	35	0	0	1	2
1773097420	8	0	0	0	0	526	3916	0	80100	13720000	0	50000979	50003968	6327	47	6327	47	0	0	1	2
1773097422	10	0	0	0	0	526	3916	0	80100	38828480	0	50000979	50003968	7399	54	7399	54	0	0	1	2
1773097424	12	0	0	0	0	526	3916	0	80100	50007488	0	50000979	50003968	8486	61	8486	61	0	0	1	2
1773097426	14	0	0	0	0	543	4044	0	80100	50007488	0	50000979	50003968	10222	74	10222	74	0	0	1	1
1773097428	16	0	0	0	0	543	4044	0	80100	50007488	0	50000979	50003968	11361	82	11361	82	0	0	1	1
