Time	wtime	gpufbmem	gpumempct	gpusmpct	ngpus	pss	rss	swap	vmem	rchar	read_bytes	wchar	write_bytes	rx_bytes	rx_packets	tx_bytes	tx_packets	stime	utime	nprocs	nthreads
1773094539	0	0	0	0	0	64873	66968	0	201680	6592	0	88	0	0	0	0	0	0	0	1	1
1773094541	2	0	0	0	0	99384	101564	0	201680	6592	0	88	0	0	0	0	0	0	0	1	1
1773094543	4	0	0	0	0	99384	101564	0	201680	6592	0	88	0	0	0	0	0	0	0	1	1
1773094545	6	0	0	0	0	99384	101564	0	201680	6592	0	88	0	0	0	0	0	0	0	1	1
1773094547	8	0	0	0	0	99384	101564	0	201680	6592	0	88	0	0	0	0	0	0	0	1	1
1773094549	10	0	0	0	0	99384	101564	0	201680	6592	0	88	0	0	0	0	0	0	0	1	1
1773094551	12	0	0	0	0	99384	101564	0	201680	6592	0	88	0	0	0	0	0	0	0	1	1
1773094553	14	0	0	0	0	99167	101564	0	201680	6592	0	88	0	0	0	0	0	0	0	1	1
1773094555	16	0	0	0	0	99246	101564	0	201680	6592	0	88	0	0	0	0	0	0	0	1	1
1773094557	18	0	0	0	0	99246	101564	0	201680	6592	0	88	0	0	0	0	0	0	0	1	1
1773094559	20	0	0	0	0	99246	101564	0	201680	6592	0	88	0	0	0	0	0	0	0	1	1
1773094561	22	0	0	0	0	99246	101564	0	201680	6592	0	88	0	0	0	0	0	0	0	1	1
1773094563	24	0	0	0	0	99246	101564	0	201680	6592	0	88	0	0	0	0	0	0	0	1	1
1773094565	26	0	0	0	0	99246	101564	0	201680	6592	0	88	0	0	0	0	0	0	0	1	1
1773094567	28	0	0	0	0	99246	101564	0	201680	6592	0	88	0	0	0	0	0	0	0	1	1
1773094569	30	0	0	0	0	98957	101564	0	201680	6592	0	88	0	148	2	148	2	0	0	1	1
1773094571	32	0	0	0	0	98957	101564	0	201680	6592	0	88	0	148	2	148	2	0	0	1	1
1773094573	34	0	0	0	0	98957	101564	0	201680	6592	0	88	0	10439	15	2725	16	0	0	1	1
1773094575	36	0	0	0	0	98957	101564	0	201680	6592	0	88	0	9084068	704	45748	597	0	0	1	1
1773094577	38	0	0	0	0	98957	101564	0	201680	6592	0	88	0	21592754	1459	87370	1228	0	0	1	1
1773094579	40	0	0	0	0	98957	101564	0	201680	6592	0	88	0	34822706	2211	135186	1942	0	0	1	1
1773094581	42	0	0	0	0	98957	101564	0	201680	6592	0	88	0	48310400	3050	188466	2746	0	0	1	1
1773094583	44	0	0	0	0	98957	101564	0	201680	6592	0	88	0	61001258	4143	233148	3423	0	0	1	1
1773094585	46	0	0	0	0	98957	101564	0	201680	6592	0	88	0	73623626	5071	287106	4238	0	0	1	1
1773094587	48	0	0	0	0	98983	101564	0	201680	6592	0	88	0	76960890	5253	298764	4415	0	0	1	1
1773094589	50	0	0	0	0	99009	101564	0	201680	6592	0	88	0	76960890	5253	298764	4415	0	0	1	1
1773094591	52	0	0	0	0	99246	101564	0	201680	6592	0	88	0	76960890	5253	298764	4415	0	0	1	1
1773094593	54	0	0	0	0	99246	101564	0	201680	6592	0	88	0	76960890	5253	298764	4415	0	0	1	1
1773094595	56	0	0	0	0	98296	101564	0	201680	6592	0	88	0	77861791	5341	1199665	4503	0	0	1	1
1773094597	58	0	0	0	0	98296	101564	0	201680	6592	0	88	0	86583629	5729	9921503	4891	0	0	1	1
1773094599	60	0	0	0	0	98296	101564	0	201680	6592	0	88	0	92012782	5922	15279228	5084	0	0	1	1
1773094601	62	0	0	0	0	98296	101564	0	201680	6592	0	88	0	92045425	5946	15311871	5108	0	0	1	1
1773094603	64	0	0	0	0	98296	101564	0	201680	6592	0	88	0	92046913	5959	15313359	5121	0	0	1	1
1773094605	66	0	0	0	0	98296	101564	0	201680	6592	0	88	0	104142288	6449	27408866	5613	0	0	1	1
1773094607	68	0	0	0	0	98296	101564	0	201680	6592	0	88	0	115973273	6952	39239851	6116	0	0	1	1
1773094609	70	0	0	0	0	98296	101564	0	201680	6592	0	88	0	117532661	7011	40799239	6175	0	0	1	1
1773094611	72	0	0	0	0	98296	101564	0	201680	6592	0	88	0	117540251	7042	40804808	6203	0	0	1	1
1773094613	74	0	0	0	0	98294	101564	0	201680	6592	0	88	0	117788434	7133	40809996	6285	0	0	1	1
1773094615	76	0	0	0	0	98296	101564	0	201680	6592	0	88	0	117795590	7157	40817130	6311	0	0	1	1
1773094617	78	0	0	0	0	98296	101564	0	201680	6592	0	88	0	117797760	7173	40818619	6325	0	0	1	1
1773094619	80	0	0	0	0	98296	101564	0	201680	6592	0	88	0	117798987	7182	40819846	6334	0	0	1	1
1773094621	82	0	0	0	0	98296	101564	0	201680	6592	0	88	0	117800594	7197	40821519	6350	0	0	1	1
1773094623	84	0	0	0	0	98296	101564	0	201680	6592	0	88	0	117801864	7207	40822789	6360	0	0	1	1
1773094625	86	0	0	0	0	98296	101564	0	201680	6592	0	88	0	117803964	7223	40824889	6376	0	0	1	1
1773094627	88	0	0	0	0	98296	101564	0	201680	6592	0	88	0	117805107	7231	40826032	6384	0	0	1	1
1773094629	90	0	0	0	0	98296	101564	0	201680	6592	0	88	0	117806202	7238	40827127	6391	0	0	1	1
1773094631	92	0	0	0	0	98296	101564	0	201680	6592	0	88	0	117807677	7251	40828602	6404	0	0	1	1
1773094633	94	0	0	0	0	98296	101564	0	201680	6592	0	88	0	117808701	7257	40829626	6410	0	0	1	1
