Time	wtime	gpufbmem	gpumempct	gpusmpct	ngpus	pss	rss	swap	vmem	rchar	read_bytes	wchar	write_bytes	rx_bytes	rx_packets	tx_bytes	tx_packets	stime	utime	nprocs	nthreads
1773173410	0	0	0	0	0	33917	37216	0	494648	6592	0	88	0	573	2	573	2	0	0	1	1
1773173413	3	0	0	0	0	244639	981608	0	1978592	6592	0	88	0	11354	32	11354	32	0	0	4	4
1773173416	6	0	0	0	0	244639	981608	0	1978592	6592	0	88	0	12862	46	12862	46	0	0	4	4
1773173419	9	0	0	0	0	244634	981608	0	1978592	6592	0	88	0	15076	73	14990	72	0	0	4	4
1773173422	12	0	0	0	0	244639	981608	0	1978592	6592	0	88	0	16342	83	16256	82	0	0	4	4
1773173425	15	0	0	0	0	244639	981608	0	1978592	6592	0	88	0	17846	97	17760	96	0	0	4	4
1773173428	16	0	0	0	0	244639	981608	0	1978592	6592	0	88	0	19202	108	19116	107	0	0	4	4
1773173431	19	0	0	0	0	244639	981608	0	1978592	6592	0	88	0	21375	125	21289	124	0	0	4	4
1773173434	22	0	0	0	0	244639	981608	0	1978592	6592	0	88	0	22725	137	22639	136	0	0	4	4
1773173437	25	0	0	0	0	244635	981608	0	1978592	6592	0	88	0	46874	268	46788	267	0	0	4	4
1773173440	28	0	0	0	0	244639	981608	0	1978592	6592	0	88	0	48546	285	48460	284	0	0	4	4
1773173443	31	0	0	0	0	244639	981608	0	1978592	6592	0	88	0	49931	297	49845	296	0	0	4	4
1773173446	34	0	0	0	0	244639	981608	0	1978592	6592	0	88	0	72736	404	72650	403	0	0	4	4
1773173449	37	0	0	0	0	244639	981608	0	1978592	6592	0	88	0	74002	414	73916	413	0	0	4	4
1773173452	40	0	0	0	0	244639	981608	0	1978592	6592	0	88	0	77675	433	77589	432	0	0	4	4
1773173455	43	0	0	0	0	244639	981608	0	1978592	6592	0	88	0	100186	535	100100	534	0	0	4	4
1773173458	46	0	0	0	0	244639	981608	0	1978592	6592	0	88	0	102292	551	102206	550	0	0	4	4
1773173461	47	0	0	0	0	244639	981608	0	1978592	6592	0	88	0	144103	594	144017	593	0	0	4	4
1773173464	50	0	0	0	0	244639	981608	0	1978592	6592	0	88	0	145436	605	145350	604	0	0	4	4
1773173467	53	0	0	0	0	244639	981608	0	1978592	6592	0	88	0	168646	720	168560	719	0	0	4	4
1773173470	56	0	0	0	0	244639	981608	0	1978592	6592	0	88	0	170083	733	169997	732	0	0	4	4
1773173473	59	0	0	0	0	244639	981608	0	1978592	6592	0	88	0	171587	747	171649	748	0	0	4	4
