Time	wtime	gpufbmem	gpumempct	gpusmpct	ngpus	pss	rss	swap	vmem	rchar	read_bytes	wchar	write_bytes	rx_bytes	rx_packets	tx_bytes	tx_packets	stime	utime	nprocs	nthreads
1773104923	0	0	0	0	0	1237	4048	0	30956	6592	0	53	0	0	0	0	0	0	0	1	4
1773104925	2	0	0	0	0	1237	4048	0	30956	6592	0	53	0	946	8	946	8	0	8	1	4
1773104927	4	0	0	0	0	1237	4048	0	30956	6592	0	53	0	1396	10	1396	10	0	16	1	4
1773104929	6	0	0	0	0	1237	4048	0	30956	6592	0	53	0	1965	14	1965	14	0	25	1	4
1773104931	6	0	0	0	0	1237	4048	0	30956	6592	0	53	0	2624	19	2624	19	0	28	1	4
1773104933	8	0	0	0	0	1237	4048	0	30956	6592	0	53	0	3074	21	3074	21	0	36	1	4
1773104935	10	0	0	0	0	1237	4048	0	30956	6592	0	53	0	3643	25	3643	25	0	45	1	4
1773104937	12	0	0	0	0	1237	4048	0	30956	6592	0	53	0	4296	31	4296	31	0	52	1	4
1773104939	14	0	0	0	0	1237	4048	0	30956	6592	0	53	0	4746	33	4746	33	0	61	1	4
1773104941	16	0	0	0	0	1237	4048	0	30956	6592	0	53	0	5434	39	5434	39	0	69	1	4
1773104943	18	0	0	0	0	1237	4048	0	30956	6592	0	53	0	5884	41	5884	41	0	78	1	4
1773104945	20	0	0	0	0	1237	4048	0	30956	6592	0	53	0	6617	48	6617	48	0	86	1	4
1773104947	22	0	0	0	0	1237	4048	0	30956	6592	0	53	0	7186	52	7186	52	0	95	1	4
1773104949	24	0	0	0	0	1237	4048	0	30956	6592	0	53	0	7636	54	7636	54	0	103	1	4
1773104951	26	0	0	0	0	1237	4048	0	30956	6592	0	53	0	8324	60	8324	60	0	111	1	4
1773104953	28	0	0	0	0	1237	4048	0	30956	6592	0	53	0	8774	62	8774	62	0	119	1	4
1773104955	30	0	0	0	0	1237	4048	0	30956	6592	0	53	0	9343	66	9343	66	0	128	1	4
1773104957	32	0	0	0	0	1237	4048	0	30956	6592	0	53	0	9912	70	9912	70	0	136	1	4
1773104959	34	0	0	0	0	1237	4048	0	30956	6592	0	53	0	10362	72	10362	72	0	145	1	4
1773104961	36	0	0	0	0	1237	4048	0	30956	6592	0	53	0	11050	78	11050	78	0	153	1	4
1773104963	38	0	0	0	0	1237	4048	0	30956	6592	0	53	0	28076	86	28076	86	0	161	1	4
1773104965	39	0	0	0	0	1237	4048	0	30956	6592	0	53	0	28616	89	28616	89	0	163	1	4
1773104967	41	0	0	0	0	1237	4048	0	30956	6592	0	53	0	29185	93	29185	93	0	171	1	4
1773104969	43	0	0	0	0	1237	4048	0	30956	6592	0	53	0	29754	97	29754	97	0	180	1	4
1773104971	45	0	0	0	0	1237	4048	0	30956	6592	0	53	0	30407	103	30407	103	0	189	1	4
1773104973	47	0	0	0	0	1237	4048	0	30956	6592	0	53	0	30976	107	30976	107	0	196	1	4
1773104975	49	0	0	0	0	1237	4048	0	30956	6592	0	53	0	31590	112	31590	112	0	205	1	4
1773104977	51	0	0	0	0	1237	4048	0	30956	6592	0	53	0	32159	116	32159	116	0	213	1	4
1773104979	53	0	0	0	0	1237	4048	0	30956	6592	0	53	0	32728	120	32728	120	0	221	1	4
1773104981	55	0	0	0	0	1237	4048	0	30956	6592	0	53	0	33178	122	33178	122	0	230	1	4
