Time	wtime	gpufbmem	gpumempct	gpusmpct	ngpus	pss	rss	swap	vmem	rchar	read_bytes	wchar	write_bytes	rx_bytes	rx_packets	tx_bytes	tx_packets	stime	utime	nprocs	nthreads
1773170397	0	0	0	0	0	566	4072	0	129308	6592	0	54	0	0	0	0	0	0	0	1	16
1773170400	1	0	0	0	0	555	4072	0	129308	6592	0	54	0	2530	14	2530	14	0	10	1	16
1773170403	4	0	0	0	0	566	4072	0	129308	6592	0	54	0	4226	31	4226	31	0	34	1	16
1773170406	7	0	0	0	0	566	4072	0	129308	6592	0	54	0	5574	43	5574	43	0	59	1	16
1773170409	10	0	0	0	0	566	4072	0	129308	6592	0	54	0	7870	70	7870	70	0	84	1	16
1773170412	13	0	0	0	0	566	4072	0	129308	6592	0	54	0	9574	86	9574	86	0	109	1	16
1773170415	16	0	0	0	0	564	4072	0	129308	6592	0	54	0	11080	100	11080	100	0	134	1	16
1773170418	19	0	0	0	0	564	4072	0	129308	6592	0	54	0	12582	114	12582	114	0	160	1	16
1773170421	22	0	0	0	0	566	4072	0	129308	6592	0	54	0	14281	132	14281	132	0	187	1	16
1773170424	25	0	0	0	0	566	4072	0	129308	6592	0	54	0	15783	146	15783	146	0	209	1	16
1773170427	28	0	0	0	0	564	4072	0	129308	6592	0	54	0	18133	166	18133	166	0	234	1	16
1773170430	31	0	0	0	0	564	4072	0	129308	6592	0	54	0	19516	178	19516	178	0	259	1	16
1773170433	33	0	0	0	0	566	4072	0	129308	6592	0	54	0	20989	191	20989	191	0	278	1	16
1773170436	36	0	0	0	0	566	4072	0	129308	6592	0	54	0	22372	203	22372	203	0	298	1	16
1773170439	38	0	0	0	0	566	4072	0	129308	6592	0	54	0	26121	238	26035	237	0	321	1	16
1773170442	41	0	0	0	0	566	4072	0	129308	6592	0	54	0	74902	371	74816	370	0	346	1	16
1773170445	44	0	0	0	0	565	4072	0	129308	6592	0	54	0	76524	387	76438	386	0	372	1	16
1773170448	47	0	0	0	0	566	4072	0	129308	6592	0	54	0	77911	399	77825	398	0	397	1	16
1773170451	50	0	0	0	0	566	4072	0	129308	6592	0	54	0	79413	413	79327	412	0	422	1	16
1773170454	53	0	0	0	0	566	4072	0	129308	6592	0	54	0	104124	521	104038	520	0	447	1	16
1773170457	56	0	0	0	0	566	4072	0	129308	6592	0	54	0	106474	541	106388	540	0	472	1	16
