Time	wtime	gpufbmem	gpumempct	gpusmpct	ngpus	pss	rss	swap	vmem	rchar	read_bytes	wchar	write_bytes	rx_bytes	rx_packets	tx_bytes	tx_packets	stime	utime	nprocs	nthreads
1773104341	0	0	0	0	0	46038	48740	0	299336	6592	0	88	0	0	0	0	0	0	0	1	1
1773104343	1	0	0	0	0	147544	150360	0	299336	6592	0	88	0	4983	21	4983	21	0	0	1	1
1773104345	3	0	0	0	0	147544	150360	0	299336	6592	0	88	0	9800	45	9800	45	0	0	1	1
1773104347	5	0	0	0	0	147544	150360	0	299336	6592	0	88	0	14531	68	14531	68	0	0	1	1
1773104349	7	0	0	0	0	147544	150360	0	299336	6592	0	88	0	19782	91	19782	91	0	0	1	1
1773104351	9	0	0	0	0	147544	150360	0	299336	6592	0	88	0	24383	111	24383	111	0	0	1	1
1773104353	11	0	0	0	0	147544	150360	0	299336	6592	0	88	0	28775	128	28775	128	0	0	1	1
1773104355	13	0	0	0	0	147544	150360	0	299336	6592	0	88	0	33603	152	33603	152	0	0	1	1
1773104357	14	0	0	0	0	147544	150360	0	299336	6592	0	88	0	38204	172	38204	172	0	0	1	1
1773104359	16	0	0	0	0	147544	150360	0	299336	6592	0	88	0	42492	187	42492	187	0	0	1	1
1773104361	18	0	0	0	0	147544	150360	0	299336	6592	0	88	0	47145	208	47145	208	0	0	1	1
1773104363	20	0	0	0	0	147544	150360	0	299336	6592	0	88	0	51740	229	51740	229	0	0	1	1
1773104365	22	0	0	0	0	147544	150360	0	299336	6592	0	88	0	56203	247	56203	247	0	0	1	1
1773104367	23	0	0	0	0	147544	150360	0	299336	6592	0	88	0	61819	276	61819	276	0	0	1	1
1773104369	25	0	0	0	0	147540	150360	0	299336	6592	0	88	0	68062	299	68062	299	0	0	1	1
1773104371	27	0	0	0	0	147544	150360	0	299336	6592	0	88	0	72715	320	72715	320	0	0	1	1
1773104373	30	0	0	0	0	147544	150360	0	299336	6592	0	88	0	77226	339	77226	339	0	0	1	1
1773104375	32	0	0	0	0	147544	150360	0	299336	6592	0	88	0	81976	362	81976	362	0	0	1	1
1773104377	34	0	0	0	0	147544	150360	0	299336	6592	0	88	0	86852	387	86852	387	0	0	1	1
1773104379	36	0	0	0	0	147544	150360	0	299336	6592	0	88	0	91315	405	91315	405	0	0	1	1
1773104381	38	0	0	0	0	147544	150360	0	299336	6592	0	88	0	96916	434	96916	434	0	0	1	1
1773104383	40	0	0	0	0	147544	150360	0	299336	6592	0	88	0	101323	451	101323	451	0	0	1	1
1773104385	42	0	0	0	0	147544	150360	0	299336	6592	0	88	0	106032	473	106032	473	0	0	1	1
1773104387	44	0	0	0	0	147544	150360	0	299336	6592	0	88	0	110662	494	110662	494	0	0	1	1
1773104389	46	0	0	0	0	147544	150360	0	299336	6592	0	88	0	115125	512	115125	512	0	0	1	1
1773104391	47	0	0	0	0	147544	150360	0	299336	6592	0	88	0	119924	535	119924	535	0	0	1	1
1773104393	48	0	0	0	0	147544	150360	0	299336	6592	0	88	0	124502	555	124502	555	0	0	1	1
1773104395	50	0	0	0	0	147544	150360	0	299336	6592	0	88	0	129459	573	129459	573	0	0	1	1
1773104397	52	0	0	0	0	147543	150360	0	299336	6592	0	88	0	137508	608	137508	608	0	0	1	1
1773104399	54	0	0	0	0	147543	150360	0	299336	6592	0	88	0	144576	637	144576	637	0	0	1	1
1773104401	56	0	0	0	0	147543	150360	0	299336	6592	0	88	0	171115	684	171115	684	0	0	1	1
1773104403	58	0	0	0	0	147543	150360	0	299336	6592	0	88	0	175641	703	175641	703	0	0	1	1
