Time	wtime	gpufbmem	gpumempct	gpusmpct	ngpus	pss	rss	swap	vmem	rchar	read_bytes	wchar	write_bytes	rx_bytes	rx_packets	tx_bytes	tx_packets	stime	utime	nprocs	nthreads
1773170802	0	0	0	0	0	490	3832	0	301296	6592	0	1929300	1929216	0	0	0	0	0	0	1	5
1773170805	2	0	0	0	0	490	3832	0	301296	6592	0	78504020	78503936	2449	14	2449	14	0	0	1	5
1773170808	5	0	0	0	0	490	3832	0	301296	6592	0	190042196	190042112	3903	27	3903	27	2	0	1	5
1773170811	8	0	0	0	0	488	3832	0	301296	6592	0	309518420	309518336	5328	40	5328	40	4	1	1	5
1773170814	11	0	0	0	0	490	3832	0	301296	6592	0	455356500	455356416	8757	55	8757	55	6	1	1	5
1773170817	14	0	0	0	0	490	3832	0	301296	6592	0	586895444	586895360	11103	75	11103	75	8	1	1	5
1773170820	17	0	0	0	0	490	3832	0	301296	6592	0	727134292	727134208	12490	87	12490	87	10	2	1	5
1773170823	20	0	0	0	0	488	3832	0	301296	6592	0	865628244	865628160	13992	101	13992	101	12	2	1	5
1773170826	23	0	0	0	0	490	3832	0	301296	6592	0	1010757716	1010757632	15375	113	15375	113	13	2	1	5
1773170829	26	0	0	0	0	490	3832	0	301296	6592	0	1151406164	1151406080	17250	134	17250	134	15	3	1	5
1773170832	29	0	0	0	0	490	3832	0	301296	51583424	0	1200001108	1200013312	18875	150	18875	150	16	3	1	5
1773170835	32	0	0	0	0	490	3832	0	301296	199891392	0	1200001108	1200013312	20139	160	20139	160	17	4	1	5
1773170839	34	0	0	0	0	490	3832	0	301296	327543232	0	1200001108	1200013312	26382	181	26382	181	19	4	1	5
1773170842	37	0	0	0	0	490	3832	0	301296	463845824	0	1200001108	1200013312	27765	193	27765	193	20	4	1	5
1773170845	40	0	0	0	0	490	3832	0	301296	581798336	0	1200001108	1200013312	29232	207	29232	207	22	5	1	5
1773170848	43	0	0	0	0	488	3832	0	301296	709728704	0	1200001108	1200013312	31459	225	31459	225	24	5	1	5
1773170851	46	0	0	0	0	488	3832	0	301296	850766272	0	1200001108	1200013312	849601	316	849601	316	25	6	1	5
1773170854	49	0	0	0	0	490	3832	0	301296	994056640	0	1200001108	1200013312	851189	331	851103	330	26	6	1	5
1773170857	52	0	0	0	0	490	3832	0	301296	1130187200	0	1200001108	1200013312	853310	356	853224	355	28	7	1	5
1773170860	55	0	0	0	0	498	3960	0	301296	1200007616	0	1200001108	1200013312	854693	368	854607	367	29	7	1	1
