Time	wtime	gpufbmem	gpumempct	gpusmpct	ngpus	pss	rss	swap	vmem	rchar	read_bytes	wchar	write_bytes	rx_bytes	rx_packets	tx_bytes	tx_packets	stime	utime	nprocs	nthreads
1773167991	0	0	0	0	0	45628	48908	0	592304	6592	0	88	0	1080	3	1080	3	0	0	1	1
1773167994	2	0	0	0	0	293380	296784	0	592304	6592	0	88	0	13934	34	13934	34	0	0	1	1
1773167997	5	0	0	0	0	293380	296784	0	592304	6592	0	88	0	15684	52	15684	52	0	0	1	1
1773168000	8	0	0	0	0	293380	296784	0	592304	6592	0	88	0	17069	64	17069	64	0	0	1	1
1773168003	11	0	0	0	0	293380	296784	0	592304	6592	0	88	0	18454	76	18454	76	0	0	1	1
1773168006	14	0	0	0	0	293380	296784	0	592304	6592	0	88	0	19958	90	19958	90	0	0	1	1
1773168009	17	0	0	0	0	293378	296784	0	592304	6592	0	88	0	21224	100	21224	100	0	0	1	1
1773168012	20	0	0	0	0	293378	296784	0	592304	6592	0	88	0	23610	120	23610	120	0	0	1	1
1773168015	23	0	0	0	0	293380	296784	0	592304	6592	0	88	0	24995	132	24995	132	0	0	1	1
1773168018	26	0	0	0	0	293380	296784	0	592304	6592	0	88	0	26464	146	26464	146	0	0	1	1
1773168021	29	0	0	0	0	293380	296784	0	592304	6592	0	88	0	28460	169	28460	169	0	0	1	1
1773168024	32	0	0	0	0	293380	296784	0	592304	6592	0	88	0	29726	179	29726	179	0	0	1	1
1773168027	35	0	0	0	0	293378	296784	0	592304	6592	0	88	0	31476	197	31476	197	0	0	1	1
1773168030	38	0	0	0	0	293380	296784	0	592304	6592	0	88	0	32861	209	32861	209	0	0	1	1
1773168033	41	0	0	0	0	293380	296784	0	592304	6592	0	88	0	34246	221	34246	221	0	0	1	1
1773168036	44	0	0	0	0	293380	296784	0	592304	6592	0	88	0	35750	235	35750	235	0	0	1	1
1773168039	47	0	0	0	0	293380	296784	0	592304	6592	0	88	0	37016	245	37016	245	0	0	1	1
1773168042	51	0	0	0	0	293380	296784	0	592304	6592	0	88	0	39312	264	39312	264	0	0	1	1
1773168045	53	0	0	0	0	293378	296784	0	592304	6592	0	88	0	40697	276	40697	276	0	0	1	1
1773168048	56	0	0	0	0	293380	296784	0	592304	6592	0	88	0	42082	288	42082	288	0	0	1	1
1773168051	59	0	0	0	0	293380	296784	0	592304	6592	0	88	0	44078	311	44078	311	0	0	1	1
